"S","A1","A2","P0","P1","P2","R1","R2","Q","t","N"
42.3533947646835,0,0.0314720663708823,158.002422478621,0,0,0,0,8,31,200
42.3300970301067,0,0.0394595559618075,158.003068989821,0,0,0,0,8,32,200
42.3067727797636,0,0.0474511887791173,158.003717184652,0,0,0,0,8,33,200
42.2834205501165,0,0.0554471395858879,158.004367134585,0,0,0,0,8,34,200
42.2600388776274,0,0.0634475831451958,158.005018911088,0,0,0,0,8,35,200
42.2366262987584,0,0.0714526942201174,158.005672585631,0,0,0,0,8,36,200
42.2131813499719,0.00181560528340121,0.079462647573729,158.006328229684,0,0,0,0,8,37,200
42.189702550255,0.00829427343388668,0.0874776111190939,158.006985911954,0,0,0,0,8,38,200
42.1661883486952,0.0147799480560327,0.0954977253692217,158.0076456901,0,0,0,0,8,39,200
42.1426371769053,0.0212729019252845,0.103523123987109,158.008307619019,0,3.74467896565558e-06,0,0,8,40,200
42.1190474664978,0.0277734078170874,0.111553940635753,158.008971753609,0,1.14924226922371e-05,0,0,8,41,200
42.0954176490855,0.0342817385068867,0.119590308978149,158.009638148767,0,1.92905044899803e-05,0,0,8,42,200
42.071746156281,0.0407981667701277,0.127632362677294,158.010306859388,0,2.71407662672579e-05,0,0,8,43,200
42.0480314196969,0.0473229653822557,0.135680235396186,158.010977940372,0,3.50450499324428e-05,0,0,8,44,200
42.0242718709458,0.053856407118716,0.143734060797819,158.011651446614,0,4.30051973939077e-05,0,0,8,45,200
42.0004659391961,0.0603987603443413,0.151793960666241,158.012327428143,0,5.10230330834997e-05,0,0,8,46,200
41.9766120438385,0.0669502757815138,0.159860009269696,158.013005915511,0,5.91003115269638e-05,0,0,8,47,200
41.9527086018194,0.0735111997420033,0.167932268997476,158.0136869344,0,6.72387697735192e-05,0,0,8,48,200
41.928754030085,0.0800817785375795,0.176010802238877,158.014370510493,0,7.54401448723853e-05,0,0,8,49,200
41.9047467455818,0.086662258480012,0.18409567138319,158.015056669473,0,8.37061738727813e-05,0,0,8,50,200
41.8806851652561,0.0932528858810705,0.192186938819711,158.015745437023,0,9.20385938239266e-05,0,0,8,51,200
41.8565677060544,0.0998539070525248,0.200284666937733,158.016436838825,0,0.00010043914177504,0,0,8,52,200
41.8323927951845,0.106465561186201,0.208388903652446,158.017130894558,0,0.000108909518142269,0,0,8,53,200
41.8081589009006,0.113088058994152,0.216499638982638,158.01782759988,0,0.000117451276809468,0,0,8,54,200
41.7838645017185,0.119721604068486,0.224616848472989,158.018526944443,0,0.000126065935027421,0,0,8,55,200
41.7595080761541,0.126366400001314,0.232740507668184,158.019228917903,0,0.00013475501004691,0,0,8,56,200
41.7350881027231,0.133022650384743,0.240870592112906,158.019933509911,0,0.000143520019118717,0,0,8,57,200
41.7106030599412,0.139690558810883,0.249007077351837,158.020640710122,0,0.000152362479493627,0,0,8,58,200
41.6860514263244,0.146370328871844,0.257149938929662,158.021350508189,0,0.00016128390842242,0,0,8,59,200
41.6614317075076,0.153062151421532,0.265299130607252,158.022062884611,0,0.000170285753683481,0,0,8,60,200
41.6367425176029,0.159766166361046,0.273454519010239,158.022777783267,0,0.000179369185165591,0,0,8,61,200
41.6119824978414,0.166482500853282,0.281615948980445,158.023495138884,0,0.00018853530328513,0,0,8,62,200
41.5871502894545,0.173211282061135,0.289783265359691,158.024214886187,0,0.000197785208458481,0,0,8,63,200
41.5622445336734,0.179952637147503,0.297956312989799,158.0249369599,0,0.000207120001102025,0,0,8,64,200
41.5372638717294,0.186706693275281,0.30613493671259,158.02566129475,0,0.000216540781632142,0,0,8,65,200
41.5122069448537,0.193473577607366,0.314318981369886,158.026387825462,0,0.000226048650465215,0,0,8,66,200
41.4870723942776,0.200253417306654,0.322508291803508,158.027116486762,0,0.000235644708017625,0,0,8,67,200
41.4618589026298,0.207046324112286,0.330702685957452,158.027847201945,0,0.000245329955557632,0,0,8,68,200
41.4365653181291,0.213852348068384,0.338901874184413,158.028579848594,0,0.000255104997761007,0.00113498987329565,0,8,69,200
41.4111905303915,0.220671523795316,0.34710553993926,158.029314292863,0,0.000264970340155402,0.00377737020443786,0,8,70,200
41.3857334290332,0.227503885913447,0.355313366676863,158.030050400904,0,0.000274926488268468,0.00647978836514502,0,8,71,200
41.3601929036703,0.234349469043147,0.36352503785209,158.03078803887,0,0.000284973947627856,0.00924358150925864,0,8,72,200
41.3345678439191,0.24120830780478,0.371740236919811,158.031527072915,0,0.000295113223761216,0.0120700867906202,0,8,73,200
41.3088571393955,0.248080436818716,0.379958647334895,158.032267369192,0,0.000305344822196199,0.0149606413630712,0,8,74,200
41.2830597341821,0.25496586799437,0.388179925271095,158.033008782115,0,0.000315669137594353,0.0179165771085381,0,8,75,200
41.2571747902258,0.261864522397359,0.396403617777698,158.033751119145,0,0.00032608612115281,0.0209392048212877,0,8,76,200
41.2312015239399,0.268776298382349,0.404629244622872,158.034494176003,0,0.000336595613202595,0.0240298300236718,0,8,77,200
41.2051391517378,0.275701094304007,0.412856325574789,158.035237748409,0,0.000347197454074738,0.0271897582380422,0,8,78,200
41.1789868900328,0.282638808516999,0.421084380401618,158.035981632085,0,0.000357891484100267,0.0304202949867507,0,8,79,200
41.152743955238,0.289589339375991,0.429312928871529,158.036725622752,0,0.000368677543610208,0.0337227457921492,0,8,80,200
41.1264095637668,0.29655258523565,0.437541490752691,158.037469516133,0,0.00037955547293559,0.0370984161765893,0,8,81,200
41.0999829864157,0.3035284397133,0.445769548263552,158.038213091751,0,0.000390524947789295,0.0405485951854543,0.00226019040796438,8,82,200
41.0734637115136,0.310516777476904,0.453996433423664,158.038956064349,0,0.000401584985411623,0.0440745059562535,0.00616386193691928,8,83,200
41.0468512817728,0.317517468457081,0.462221440702855,158.039698132476,0,0.000412734438424726,0.0476773551495275,0.0101773110060816,8,84,200
41.0201452399053,0.32453038258445,0.470443864570955,158.040438994676,0,0.00042397215945076,0.0513583494258169,0.0143026720945231,8,85,200
40.9933451286235,0.331555389789634,0.478662999497794,158.041178349498,0,0.000435297001111879,0.0551186954456624,0.0185420796813152,8,86,200
40.9664504906395,0.338592360003251,0.4868781399532,158.041915895487,0,0.000446707816030236,0.0589595998696046,0.0228976682455298,8,87,200
40.9394608686654,0.345641163155922,0.495088580407002,158.042651331192,0,0.000458203456827985,0.0628822693581841,0.0273715722662384,8,88,200
40.9123758054134,0.352701669178266,0.50329361532903,158.043384355158,0,0.00046978277612728,0.0668879105719417,0.0319659262225127,8,89,200
40.8851948483697,0.359773801258194,0.511492499522855,158.044114648338,0,0.000481444436804646,0.0709777036562469,0.0366828524950811,8,90,200
40.857917564116,0.36685769561277,0.51968432912702,158.044841821305,0,0.000493186342754087,0.0751527226957852,0.0415244250712991,8,91,200
40.8305435240082,0.37395354171635,0.527868160613809,158.045565467037,0,0.000505006208123979,0.0794140152600711,0.0464927058401789,8,92,200
40.8030722994019,0.381061529043288,0.536043050455507,158.046285178512,0,0.000516901747062697,0.0837626289186193,0.0515897566907329,8,93,200
40.775503461653,0.388181847067939,0.544208055124399,158.047000548709,0,0.000528870673718616,0.0881996112409441,0.0568176395119734,8,94,200
40.7478365821171,0.395314685264658,0.55236223109277,158.047711170606,0,0.000540910702240111,0.0927260097965602,0.0621784161929125,8,95,200
40.7200712321501,0.402460233107798,0.560504634832904,158.04841663718,0,0.000553019546775557,0.0973428721549819,0.0676741486225625,8,96,200
40.6922070098726,0.40961872824321,0.568634274208193,158.049116521203,0,0.000565194689888514,0.102051204664357,0.0733068695985833,8,97,200
40.6642436204647,0.416790601002716,0.576749962646454,158.049810314607,0,0.000577432687803277,0.106851848787362,0.0790784955532242,8,98,200
40.6361807958714,0.423976329889634,0.584850464966611,158.050497489119,0,0.000589729865159326,0.11174560476531,0.0849909138273822,8,99,200
40.6080182680378,0.431176393407281,0.592934545987587,158.051177516463,0,0.00060208254659614,0.11673327283951,0.0910460117619543,8,100,200
40.5797557689089,0.438391270058977,0.601000970528307,158.051849868366,0,0.000614487056753199,0.121815653251273,0.0972456766978375,8,101,200
40.5513930304296,0.445621438348038,0.609048503407694,158.052514016553,0,0.000626939720269983,0.12699354624191,0.103591795975929,8,102,200
40.522929784545,0.452867376777781,0.617075909444672,158.05316943275,0,0.00063943686178597,0.132267752052732,0.110086256937124,8,103,200
40.4943657632001,0.460129563851525,0.625081953458165,158.053815588681,0,0.000651974805940642,0.137639070925049,0.116730946922322,8,104,200
40.4657006893478,0.467408523970208,0.633065398552067,158.054451933247,0,0.000664549601269926,0.143108245023944,0.12352770423334,8,105,200
40.436934249972,0.474704965125244,0.641025000970151,158.05507782405,0,0.000677156191895557,0.148675784209584,0.130478171015684,8,106,200
40.4080661230645,0.48201964120567,0.648959515241163,158.055692595866,0,0.000689789245835714,0.154342140265906,0.13758394037578,8,107,200
40.3790959866171,0.489353306100523,0.656867695893847,158.056295583471,0,0.000702443431108581,0.160107764976849,0.144846605420054,8,108,200
40.3500235186216,0.496706713698837,0.664748297456947,158.05688612164,0,0.00071511341573234,0.165973110126351,0.152267759254934,8,109,200
40.3208483970698,0.50408061788965,0.67260007445921,158.057463545151,0,0.000727793867725172,0.171938627498351,0.159848994986846,8,110,200
40.2915702999535,0.511475772561997,0.680421781429377,158.058027188779,0,0.000740479455105259,0.178004768876786,0.167591905722217,8,111,200
40.2621888576979,0.518892966748579,0.688212222557747,158.058576366111,0,0.000753164575645918,0.18417192128055,0.175498023521862,8,112,200
40.2327035104624,0.526333130056759,0.695970400680822,158.059110305977,0,0.000765842546140997,0.190440212668353,0.183568636264146,8,113,200
40.2031136508401,0.533797227237568,0.703695368296656,158.05962821602,0,0.00077850641313948,0.196809706233863,0.191804970781825,8,114,200
40.1734186714237,0.541286223042033,0.711386177903304,158.060129303881,0,0.000791149223190349,0.203280465170746,0.200208253907653,8,115,200
40.1436179648062,0.548801082221182,0.719041881998821,158.060612777201,0,0.000803764022842587,0.209852552672669,0.208779712474383,8,116,200
40.1137109235804,0.556342769526046,0.72666153308126,158.061077843622,0,0.000816343858645178,0.216526031933297,0.217520573314772,8,117,200
40.0836969403394,0.563912249707653,0.734244183648678,158.061523710786,0,0.000828881777147104,0.223300966146296,0.226432063261572,8,118,200
40.053575316148,0.571510524145865,0.74178899340724,158.061949560078,0,0.000841370470602865,0.230177322372098,0.2355153119151,8,119,200
40.0233449859596,0.579138740735887,0.749295550895571,158.062354467869,0,0.000853801214089023,0.237154683138185,0.244771059945922,8,120,200
39.9930047931996,0.586798084001756,0.756763551860404,158.062737484272,0,0.00086616492838766,0.244232534838806,0.254199950792163,8,121,200
39.9625535812933,0.59448973846751,0.764192692048475,158.063097659401,0,0.000878452534280855,0.251410363868206,0.263802627891951,8,122,200
39.9319901936663,0.602214888657186,0.77158266720652,158.063434043372,0,0.000890654952550688,0.258687656620634,0.273579734683413,8,123,200
39.9013134737439,0.609974719094823,0.778933173081274,158.063745686298,0,0.00090276310397924,0.266063899490337,0.283531914604675,8,124,200
39.8705222649515,0.617770414304458,0.786243905419472,158.064031638293,0,0.00091476790934859,0.273538578871562,0.293659811093863,8,125,200
39.8396154107145,0.625603158810128,0.793514559967851,158.064290949472,0,0.000926660289440819,0.281111181158557,0.303964067589106,8,126,200
39.8085916836627,0.633474168317115,0.800744933666566,158.064522642798,0,0.000938430774111404,0.288781075933414,0.314445199469164,8,127,200
39.7774495732432,0.641384783255671,0.807935228229465,158.064725632627,0,0.000950068329509418,0.296547165529609,0.325103209875344,8,128,200
39.7461874981077,0.649336375237293,0.815085746563814,158.064898806163,0,0.000961561530857328,0.304408235468465,0.335937973889584,8,129,200
39.7148038769077,0.657330315873477,0.822196791576883,158.065041050613,0,0.000972898953377606,0.312363071271304,0.346949366593826,8,130,200
39.6832971282948,0.665367976775717,0.829268666175938,158.065151253181,0,0.00098406917229272,0.320410458459446,0.35813726307001,8,131,200
39.6516656709205,0.673450729555511,0.836301673268248,158.065228301071,0,0.00099506076282514,0.328549182554213,0.369501538400076,8,132,200
39.6199079234364,0.681579945824354,0.84329611576108,158.065271081489,0,0.00100586230019733,0.336778029076929,0.381042067665964,8,133,200
39.5880222595769,0.689757021428763,0.850252380108599,158.065278457741,0,0.00101646199174398,0.345095654433939,0.392758587503723,8,134,200
39.5560068734074,0.69798344915534,0.857171186952561,158.065249197539,0,0.00102684657324858,0.353500198571698,0.404650280765828,8,135,200
39.5238599140762,0.706260746025709,0.864053340481615,158.065182044696,0,0.00103700241260684,0.361989672321683,0.416716191858864,8,136,200
39.4915795307315,0.714590429061491,0.870899644884412,158.065075743025,0,0.00104691587771446,0.370562086515373,0.428955365189415,8,137,200
39.4591638725215,0.722974015284311,0.877710904349605,158.06492903634,0,0.00105657333646717,0.379215451984247,0.441366845164065,8,138,200
39.4266110885946,0.73141302171579,0.884487923065843,158.064740668452,0,0.00106596115676066,0.387947779559783,0.453949676189397,8,139,200
39.3939193280988,0.739908965377552,0.891231505221778,158.064509383177,0,0.00107506570649064,0.39675708007346,0.466702902671996,8,140,200
39.3610867077707,0.748463380348746,0.897942548386488,158.064233896869,0,0.00108387289483305,0.405641218352537,0.479625367082576,8,141,200
39.3281112146986,0.757077868938625,0.904622323650752,158.063912816058,0,0.00109236679608481,0.414597475207399,0.492715104148369,8,142,200
39.2949908035592,0.765754050513966,0.911272195485778,158.063544719817,0,0.00110053102582303,0.423622985444208,0.505969946660739,8,143,200
39.2617234290291,0.774493544441547,0.917893528362771,158.063128187218,0,0.00110834919962486,0.432714883869128,0.51938772741105,8,144,200
39.2283070457849,0.783297970088148,0.924487686752939,158.062661797334,0,0.00111580493306743,0.441870305288324,0.532966279190663,8,145,200
39.1947396085032,0.792168946820547,0.931056035127489,158.062144129237,0,0.00112288184172788,0.45108638450796,0.546703434790943,8,146,200
39.1610190718606,0.801108094005522,0.937599937957627,158.061573761999,0,0.00112956354118334,0.4603602563342,0.560597027003251,8,147,200
39.1271433905337,0.810117031009851,0.944120759714559,158.060949274694,0,0.00113583364701095,0.469689055573207,0.574644888618953,8,148,200
39.0931105079302,0.819197320727306,0.950619951941263,158.060269220608,0,0.00114167529492766,0.479070085479397,0.588844618325986,8,149,200
39.0589183223822,0.828350300159636,0.957099314467796,158.059532049881,0,0.00114706970120968,0.488501323100186,0.603192878398597,8,150,200
39.0245647209526,0.837577249835581,0.963560734195986,158.058736186868,0,0.00115199760227306,0.497980913931242,0.617686097007609,8,151,200
38.9900475907047,0.846879450283883,0.970006098027662,158.057880055925,0,0.00115643973453383,0.507507003468232,0.632320702323844,8,152,200
38.9553648187016,0.856258182033283,0.976437292864653,158.056962081405,0,0.00116037683440802,0.517077737206825,0.647093122518125,8,153,200
38.9205142920064,0.865714725612522,0.982856205608785,158.055980687665,0,0.00116378963831168,0.526691260642687,0.661999785761273,8,154,200
38.8854938976821,0.875250361550342,0.989264723161887,158.054934299057,0,0.00116665888266084,0.536345719271486,0.677037120224112,8,155,200
38.8503015308994,0.884866304405533,0.995664811633995,158.053821319784,0,0.00116896487785612,0.54603944248367,0.692201275805991,8,156,200
38.814935119259,0.894563504857077,1.00205875396798,158.052640073424,0,0.00117068623023644,0.555771495248809,0.707487289320377,8,157,200
38.7793925984688,0.904342847614007,1.00844891231491,158.051388863402,0,0.00117180112012534,0.565541126431253,0.722889919309259,8,158,200
38.7436719042368,0.914205217385354,1.01483764882586,158.050065993144,0,0.00117228772784634,0.575347584895351,0.738403924314632,8,159,200
38.7077709722713,0.924151498880149,1.02122732565191,158.048669766075,0,0.00117212423372294,0.585190119505455,0.754024062878487,8,160,200
38.6716877382802,0.934182576807425,1.02762030494413,158.04719848562,0,0.00117128881807867,0.595067979125914,0.769745093542816,8,161,200
38.6354201379717,0.944299335876212,1.0340189488536,158.045650455203,0,0.00116975966123704,0.604980412621078,0.785561774849612,8,162,200
38.5989661388032,0.954502581617111,1.04042567124842,158.044023958937,0,0.00116751444192351,0.614926832146883,0.801468677356497,8,163,200
38.5623238352301,0.964792802846999,1.04684309286477,158.042317203677,0,0.0011645288324712,0.624907303025606,0.817459619683607,8,164,200
38.5254913534571,0.975170409204321,1.0532738861559,158.040528376965,0,0.00116077800361518,0.63492205387111,0.833528232466708,8,165,200
38.4884668196892,0.985635810327522,1.05972072357501,158.038655666344,0,0.0011562371260905,0.644971313297257,0.849668146341567,8,166,200
38.4512483601311,0.996189415855047,1.06618627757532,158.036697259355,0,0.00115088137063222,0.65505530991791,0.86587299194395,8,167,200
38.4138341009876,1.00683163542534,1.07267322061007,158.034651343541,0,0.00114468590797541,0.665174272346933,0.882136399909622,8,168,200
38.3762221684635,1.01756287867685,1.07918422513246,158.032516106444,0,0.00113762590885512,0.675328429198187,0.89845200087435,8,169,200
38.3384106887637,1.02838355524803,1.08572196359572,158.030289735605,0,0.00112967654400642,0.685518009085535,0.9148134254739,8,170,200
38.3003978411984,1.03929399033553,1.09228909507776,158.027970405697,5.26059913152754e-09,0.00112081252043797,0.695743373844934,0.931214377271045,8,171,200
38.2621820175005,1.05029417136894,1.09888822515528,158.025556239907,1.45780647291859e-08,0.00111100669025291,0.706005418200715,0.947648851536583,8,172,200
38.223761662508,1.06138400133608,1.10552194602966,158.023045348551,2.42040377627098e-08,0.001100231441828,0.716305170099301,0.964110916468319,8,173,200
38.1851352210594,1.07256338322473,1.11219284990227,158.020435841946,3.41435705840447e-08,0.00108845916353996,0.726643657487117,0.980594640264059,8,174,200
38.1463011379929,1.08383222002271,1.11890352897451,158.01772583041,4.44017155451357e-08,0.00107566224376556,0.737021908310588,0.997094091121607,8,175,200
38.1072578581466,1.09519041471782,1.12565657544774,158.014913424259,5.49835249979283e-08,0.00106181307088154,0.747440950516137,1.01360333723877,8,176,200
38.068003826359,1.10663787029787,1.13245458152337,158.011996733809,6.58940512943676e-08,0.00104688403326465,0.757901812050189,1.03011644681335,8,177,200
38.0285375606423,1.11817440372415,1.13930005134598,158.008973864949,7.71383173956271e-08,0.00103084708778286,0.768405617461907,1.04662786089613,8,178,200
37.9888578717058,1.12979948785194,1.14619513683304,158.005842905856,8.87212286997921e-08,0.00101367246526909,0.778953877711407,1.06313351194978,8,179,200
37.9489636434326,1.14151250950998,1.15314190184523,158.002601940278,1.00647661214176e-07,0.000995329965047472,0.789548200361543,1.07962970528997,8,180,200
37.9088537597061,1.15331285552705,1.16014241024324,157.999249051962,1.12922490946092e-07,0.000975789386442142,0.800190192975171,1.09611274623234,8,181,200
37.8685271044095,1.16519991273191,1.16719872588775,157.995782324657,1.25550593902854e-07,0.00095502052877724,0.810881463115145,1.11257894009256,8,182,200
37.8279825614261,1.1771730679533,1.17431291263944,157.992199842111,1.38536846091776e-07,0.000932993191376902,0.82162361834432,1.12902459218626,8,183,200
37.7872190146392,1.18923170801999,1.181487034359,157.988499688072,1.5188612352017e-07,0.000909677173565269,0.83241826622555,1.14544600782911,8,184,200
37.7462353479321,1.20137521976075,1.18872315490711,157.984679946288,1.65603302195349e-07,0.000885042274666477,0.84326701432169,1.16183949233676,8,185,200
37.7050304773895,1.213602961357,1.1960232369378,157.980738706682,1.79693188944083e-07,0.00085905791563229,0.85417153910698,1.17820171668637,8,186,200
37.6636034479027,1.22591417640083,1.2033888382785,157.976674083875,1.94160313870959e-07,0.000831692003924983,0.865133792701197,1.19453081450112,8,187,200
37.6219533365642,1.23830807983699,1.21082141555001,157.972484198664,2.09009137900017e-07,0.000802912068634452,0.876155796135504,1.21082528506569,8,188,200
37.5800792204668,1.25078388661025,1.21832242537311,157.968167171846,2.24244121955301e-07,0.000772685638850596,0.887239570441063,1.22708362766479,8,189,200
37.5379801767032,1.26334081166537,1.22589332436859,157.963721124217,2.39869726960851e-07,0.000740980243663315,0.898387136649037,1.24330434158309,8,190,200
37.495655282366,1.27597806994709,1.23353556915723,157.959144176572,2.55890413840711e-07,0.000707763412162507,0.909600515790588,1.25948592610528,8,191,200
37.4531036145479,1.28869487640019,1.24125061635983,157.95443444971,2.72310643518921e-07,0.000673002673438071,0.920881728896878,1.27562688051604,8,192,200
37.4103242868443,1.30149042818257,1.24903983336563,157.949590080945,2.89134777867722e-07,0.000636665309679537,0.932232825609648,1.29172596647579,8,193,200
37.3673165588614,1.31436385130475,1.25690423063779,157.944609273672,3.06366782552146e-07,0.000598717615474968,0.943655970012944,1.30778299514779,8,194,200
37.3240797267078,1.32731425399043,1.26484472940791,157.939490247807,3.24010524185427e-07,0.000559125638512058,0.955153354801391,1.323798040071,8,195,200
37.2806130864925,1.34034074446328,1.2728622509076,157.934231223262,3.42069869380795e-07,0.0005178554264785,0.966727172669613,1.3397711747844,8,196,200
37.2369159343243,1.35344243094699,1.28095771636847,157.928830419953,3.60548684751481e-07,0.000474873027061989,0.978379616312235,1.35570247282698,8,197,200
37.192987566312,1.36661842166523,1.28913204702214,157.923286057794,3.79450836910717e-07,0.000430144487950218,0.990112878423881,1.3715920077377,8,198,200
37.1488272785643,1.37986782484169,1.29738616410022,157.917596356698,3.98780192471735e-07,0.000383635856830881,1.00192915169918,1.38743985305555,8,199,200
37.1044344404318,1.39318971564489,1.3057208796378,157.911759572204,4.18540446377222e-07,0.000335313021981157,1.01383062684549,1.40324634114805,8,200,200
37.0598087142315,1.40658303702276,1.3141365688839,157.905774102343,4.38734606887683e-07,0.000285141234036167,1.02581948662118,1.419012839697,8,201,200
37.0149498355219,1.42004669886806,1.32263349789103,157.899638380767,4.59365510593079e-07,0.000233085584220513,1.03789791179733,1.43474097521273,8,202,200
36.9698575398616,1.43357961107356,1.33121193271171,157.893350841132,4.80435994083371e-07,0.000179111163758801,1.05006808314507,1.45043237420559,8,203,200
36.9245315628092,1.44718068353203,1.33987213939842,157.886909917091,5.01948893948522e-07,0.000123183063875635,1.06233218143547,1.46608866318593,8,204,200
36.8789716399234,1.46084882613623,1.34861438400369,157.880314042297,5.23907046778492e-07,6.52663757956174e-05,1.07469238743965,1.4817114686641,8,205,200
36.8331775067627,1.47458294877894,1.35743893258001,157.873561650406,5.46313289163243e-07,5.32619074335413e-06,1.0871508819287,1.49730241715042,8,206,200
36.7871488988857,1.48838196135291,1.36634605117989,157.86665117507,5.69170457692735e-07,0,1.09970984567373,1.51286313515526,8,207,200
36.7408856525429,1.50224473320304,1.3753358914517,157.859581105925,5.92481149685994e-07,0,1.11237141820365,1.52839545760255,8,208,200
36.6943880067519,1.51616997148267,1.38440814742723,157.852350156522,6.16247005378303e-07,0,1.12513757407868,1.54390205307061,8,209,200
36.6476563012221,1.53015634279728,1.39356239873414,157.844957096397,6.40469425734008e-07,0,1.13801024661685,1.55938579855135,8,210,200
36.6006908756629,1.54420251375233,1.40279822500008,157.837400695082,6.65149811717457e-07,0,1.1509913691362,1.57484957103668,8,211,200
36.5534920697837,1.55830715095331,1.4121152058527,157.829679722111,6.90289564292996e-07,0,1.16408287495476,1.59029624751854,8,212,200
36.5060602232939,1.57246892100568,1.42151292091966,157.821792947018,7.15890084424972e-07,0,1.17728669739058,1.60572870498881,8,213,200
36.4583956759031,1.58668649051491,1.43099094982861,157.813739139336,7.41952773077732e-07,0,1.19060476976167,1.62114982043943,8,214,200
36.4104988780768,1.6009584843539,1.44054876860511,157.805517136481,7.68478760568724e-07,0,1.20403895659763,1.63656260934769,8,215,200
36.3623707233062,1.6152833604652,1.45018543886633,157.79712604739,7.95468094627808e-07,0,1.21759084727421,1.65197064113245,8,216,200
36.3140122158384,1.62965953505881,1.45989991862736,157.788565048884,8.22920552337942e-07,0,1.23126196237872,1.66737762369794,8,217,200
36.2654243599208,1.6440854243447,1.46969116590328,157.779833317783,8.50835910782088e-07,0,1.24505382249848,1.6827872649484,8,218,200
36.2166081598008,1.65855944453287,1.47955813870918,157.770930030906,8.79213947043205e-07,0,1.25896794822078,1.69820327278807,8,219,200
36.1675646197254,1.67308001183329,1.48949979506013,157.761854365074,9.08054438204253e-07,0,1.27300586013294,1.71362935512119,8,220,200
36.1182947439422,1.68764554245595,1.49951509297123,157.752605497107,9.37357161348194e-07,0,1.28716907882226,1.729069219852,8,221,200
36.0687996978843,1.70225439210244,1.5096028650701,157.74318271003,9.67121491675185e-07,0,1.30145899887164,1.74452668839423,8,222,200
36.0190812917287,1.71690467444068,1.51976144243464,157.733585711688,9.97345196854175e-07,0,1.31587651084635,1.76000603619967,8,223,200
35.9691414968383,1.73159444263021,1.52998903075529,157.723814316133,1.02802564267131e-06,0,1.33042237930725,1.77551165222961,8,224,200
35.9189822845761,1.74632174983056,1.54028383572249,157.713868337416,1.05916019491274e-06,0,1.3450973688152,1.7910479254453,8,225,200
35.868605626305,1.76108464920127,1.55064406302667,157.703747589588,1.09074621936461e-06,0,1.35990224393105,1.80661924480805,8,226,200
35.8180134933881,1.77588119390186,1.56106791835829,157.693451886701,1.12278108181307e-06,0,1.37483776921567,1.82222999927913,8,227,200
35.7672078571881,1.79070943709187,1.57155360740778,157.682981042805,1.15526214804427e-06,0,1.38990470922992,1.83788457781983,8,228,200
35.716190689068,1.80556743193083,1.58209933586559,157.672334871952,1.18818678384434e-06,0,1.40510382853465,1.85358736939141,8,229,200
35.6649640387608,1.82045321484619,1.59270323671219,157.661513326255,1.22155185406833e-06,0,1.42043573106824,1.86934282649633,8,230,200
35.6135302694793,1.83536475533703,1.60336315208816,157.650516910076,1.25535221984674e-06,0,1.43590037827919,1.88515565580161,8,231,200
